,gender,county,ur,party_preference,age_group2,education,ethnicity,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
354,Female,Soroca,Rural,PSRM (Igor Dodon),60+,Post-secondary vocational education,Moldovan,Some confidence,Some confidence,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,No answer,I don't have much confidence,No answer,Some confidence,I have no confidence,No answer,I don't have much confidence,I don't have much confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence
355,Female,Mun. Bălți,Urban,PRIM (Irina Vlah),50-59,Upper secondary education,Moldovan,Some confidence,I don't have much confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence
356,Male,Mun. Bălți,Urban,Undecided,60+,Higher education,Ukrainian,Some confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
357,Male,Soroca,Rural,Undecided,50-59,Lower secondary education,Moldovan,Some confidence,Some confidence,Some confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,I don't have much confidence,No answer,I have no confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence
358,Male,Drochia,Rural,Victorie (Ilan Sor),50-59,Lower secondary education,Ukrainian,Some confidence,Some confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,Some confidence,A lot of confidence,I don't have much confidence,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,A lot of confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence
359,Female,Florești,Rural,PSRM (Igor Dodon),30-39,Lower secondary education,Ukrainian,No answer,Some confidence,I have no confidence,No answer,No answer,No answer,No answer,No answer,Some confidence,I have no confidence,No answer,Some confidence,I don't have much confidence,No answer,No answer,No answer,I have no confidence,Some confidence,No answer,I have no confidence,I don't have much confidence,I have no confidence
360,Male,Briceni,Rural,PDCM (Ion Chicu),60+,Post-secondary vocational education,Moldovan,Some confidence,Some confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,No answer,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,I don't have much confidence
361,Male,Ocnița,Urban,Undecided,50-59,Secondary vocational education,Ukrainian,Some confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,Some confidence
362,Female,Rîșcani,Urban,PSRM (Igor Dodon),40-49,Secondary vocational education,Ukrainian,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
363,Female,Soroca,Rural,PSRM (Igor Dodon),40-49,Lower secondary education,Moldovan,Some confidence,Some confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,No answer,Some confidence,Some confidence,I have no confidence,No answer,Some confidence,I have no confidence,No answer,No answer,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence
364,Male,Mun. Bălți,Urban,PN (Renato Usatii),30-39,Lower secondary education,Moldovan,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,No answer,I don't have much confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence
365,Male,Mun. Bălți,Urban,Victorie (Ilan Sor),50-59,Higher education,Moldovan,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,No answer,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,No answer
366,Female,Drochia,Rural,No party,50-59,Primary education,Moldovan,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,No answer,I don't have much confidence,No answer,I have no confidence,No answer,A lot of confidence,I have no confidence,No answer,No answer,No answer,A lot of confidence,A lot of confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
367,Female,Briceni,Rural,PAS (Igor Grosu),60+,Lower secondary education,Moldovan,No answer,I don't have much confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,No answer,I have no confidence,No answer,No answer,No answer,A lot of confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I have no confidence
368,Male,Drochia,Rural,Undecided,40-49,Secondary vocational education,Moldovan,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,I have no confidence
369,Male,Mun. Bălți,Urban,PN (Renato Usatii),50-59,Post-secondary vocational education,Moldovan,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
370,Female,Sîngerei,Urban,No party,50-59,Primary education,Moldovan,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,No answer,I have no confidence,I have no confidence,A lot of confidence,Some confidence,No answer,Some confidence,Some confidence,I have no confidence
