ur,gender,education,county,ethnicity,age_group,N
Rural,Male,Lower secondary education,Basarabeasca,Moldovan,65-69,80
Rural,Male,Lower secondary education,Basarabeasca,Moldovan,70+,118
Rural,Male,Lower secondary education,Basarabeasca,Moldovan,<15,324
Rural,Male,Lower secondary education,Basarabeasca,Romanian,15-19,24
Rural,Male,Lower secondary education,Basarabeasca,Romanian,20-24,16
Rural,Male,Lower secondary education,Basarabeasca,Romanian,25-29,32
Rural,Male,Lower secondary education,Basarabeasca,Romanian,30-34,30
Rural,Male,Lower secondary education,Basarabeasca,Romanian,35-39,21
Rural,Male,Lower secondary education,Basarabeasca,Romanian,40-44,12
Rural,Male,Lower secondary education,Basarabeasca,Romanian,45-49,12
Rural,Male,Lower secondary education,Basarabeasca,Romanian,50-54,12
Rural,Male,Lower secondary education,Basarabeasca,Romanian,55-59,13
Rural,Male,Lower secondary education,Basarabeasca,Romanian,60-64,13
Rural,Male,Lower secondary education,Basarabeasca,Romanian,65-69,15
Rural,Male,Lower secondary education,Basarabeasca,Romanian,70+,19
Rural,Male,Lower secondary education,Basarabeasca,Romanian,<15,71
Rural,Male,Lower secondary education,Basarabeasca,Russian,15-19,1
Rural,Male,Lower secondary education,Basarabeasca,Russian,25-29,1
Rural,Male,Lower secondary education,Basarabeasca,Russian,30-34,1
Rural,Male,Lower secondary education,Basarabeasca,Russian,60-64,1
Rural,Male,Lower secondary education,Basarabeasca,Russian,65-69,1
Rural,Male,Lower secondary education,Basarabeasca,Russian,70+,1
Rural,Male,Lower secondary education,Basarabeasca,Russian,<15,2
Rural,Male,Lower secondary education,Basarabeasca,Ukrainian,70+,2
Rural,Male,Lower secondary education,Basarabeasca,Ukrainian,<15,1
Rural,Male,Lower secondary education,Briceni,Moldovan,15-19,650
Rural,Male,Lower secondary education,Briceni,Moldovan,20-24,362
Rural,Male,Lower secondary education,Briceni,Moldovan,25-29,500
Rural,Male,Lower secondary education,Briceni,Moldovan,30-34,539
Rural,Male,Lower secondary education,Briceni,Moldovan,35-39,498
Rural,Male,Lower secondary education,Briceni,Moldovan,40-44,362
Rural,Male,Lower secondary education,Briceni,Moldovan,45-49,273
Rural,Male,Lower secondary education,Briceni,Moldovan,50-54,278
Rural,Male,Lower secondary education,Briceni,Moldovan,55-59,335
Rural,Male,Lower secondary education,Briceni,Moldovan,60-64,339
Rural,Male,Lower secondary education,Briceni,Moldovan,65-69,303
Rural,Male,Lower secondary education,Briceni,Moldovan,70+,644
Rural,Male,Lower secondary education,Briceni,Moldovan,<15,1283
Rural,Male,Lower secondary education,Briceni,Romanian,15-19,29
Rural,Male,Lower secondary education,Briceni,Romanian,20-24,17
Rural,Male,Lower secondary education,Briceni,Romanian,25-29,32
Rural,Male,Lower secondary education,Briceni,Romanian,30-34,35
Rural,Male,Lower secondary education,Briceni,Romanian,35-39,26
Rural,Male,Lower secondary education,Briceni,Romanian,40-44,16
Rural,Male,Lower secondary education,Briceni,Romanian,45-49,14
Rural,Male,Lower secondary education,Briceni,Romanian,50-54,14
Rural,Male,Lower secondary education,Briceni,Romanian,55-59,16
Rural,Male,Lower secondary education,Briceni,Romanian,60-64,15
Rural,Male,Lower secondary education,Briceni,Romanian,65-69,17
Rural,Male,Lower secondary education,Briceni,Romanian,70+,29
Rural,Male,Lower secondary education,Briceni,Romanian,<15,85
Rural,Male,Lower secondary education,Briceni,Russian,15-19,3
Rural,Male,Lower secondary education,Briceni,Russian,20-24,2
Rural,Male,Lower secondary education,Briceni,Russian,25-29,3
Rural,Male,Lower secondary education,Briceni,Russian,30-34,3
Rural,Male,Lower secondary education,Briceni,Russian,35-39,2
Rural,Male,Lower secondary education,Briceni,Russian,40-44,2
Rural,Male,Lower secondary education,Briceni,Russian,45-49,2
Rural,Male,Lower secondary education,Briceni,Russian,50-54,2
Rural,Male,Lower secondary education,Briceni,Russian,55-59,2
Rural,Male,Lower secondary education,Briceni,Russian,60-64,2
Rural,Male,Lower secondary education,Briceni,Russian,65-69,2
Rural,Male,Lower secondary education,Briceni,Russian,70+,5
Rural,Male,Lower secondary education,Briceni,Russian,<15,8
Rural,Male,Lower secondary education,Briceni,Ukrainian,15-19,44
Rural,Male,Lower secondary education,Briceni,Ukrainian,20-24,21
Rural,Male,Lower secondary education,Briceni,Ukrainian,25-29,27
Rural,Male,Lower secondary education,Briceni,Ukrainian,30-34,29
Rural,Male,Lower secondary education,Briceni,Ukrainian,35-39,26
Rural,Male,Lower secondary education,Briceni,Ukrainian,40-44,23
Rural,Male,Lower secondary education,Briceni,Ukrainian,45-49,19
Rural,Male,Lower secondary education,Briceni,Ukrainian,50-54,19
Rural,Male,Lower secondary education,Briceni,Ukrainian,55-59,22
Rural,Male,Lower secondary education,Briceni,Ukrainian,60-64,28
Rural,Male,Lower secondary education,Briceni,Ukrainian,65-69,28
Rural,Male,Lower secondary education,Briceni,Ukrainian,70+,125
Rural,Male,Lower secondary education,Briceni,Ukrainian,<15,68
Rural,Male,Lower secondary education,Cahul,Bulgarian,15-19,27
Rural,Male,Lower secondary education,Cahul,Bulgarian,20-24,18
Rural,Male,Lower secondary education,Cahul,Bulgarian,25-29,29
Rural,Male,Lower secondary education,Cahul,Bulgarian,30-34,28
Rural,Male,Lower secondary education,Cahul,Bulgarian,35-39,22
Rural,Male,Lower secondary education,Cahul,Bulgarian,40-44,14
Rural,Male,Lower secondary education,Cahul,Bulgarian,45-49,12
Rural,Male,Lower secondary education,Cahul,Bulgarian,50-54,14
Rural,Male,Lower secondary education,Cahul,Bulgarian,55-59,15
Rural,Male,Lower secondary education,Cahul,Bulgarian,60-64,18
Rural,Male,Lower secondary education,Cahul,Bulgarian,65-69,12
Rural,Male,Lower secondary education,Cahul,Bulgarian,70+,16
Rural,Male,Lower secondary education,Cahul,Bulgarian,<15,52
Rural,Male,Lower secondary education,Cahul,Gagauz,15-19,16
Rural,Male,Lower secondary education,Cahul,Gagauz,20-24,10
Rural,Male,Lower secondary education,Cahul,Gagauz,25-29,12
Rural,Male,Lower secondary education,Cahul,Gagauz,30-34,12
Rural,Male,Lower secondary education,Cahul,Gagauz,35-39,11
Rural,Male,Lower secondary education,Cahul,Gagauz,40-44,8
Rural,Male,Lower secondary education,Cahul,Gagauz,45-49,8
Rural,Male,Lower secondary education,Cahul,Gagauz,50-54,8
Rural,Male,Lower secondary education,Cahul,Gagauz,55-59,10
Rural,Male,Lower secondary education,Cahul,Gagauz,60-64,9
Rural,Male,Lower secondary education,Cahul,Gagauz,65-69,6
Rural,Male,Lower secondary education,Cahul,Gagauz,70+,10
Rural,Male,Lower secondary education,Cahul,Gagauz,<15,31
Rural,Male,Lower secondary education,Cahul,Moldovan,15-19,827
Rural,Male,Lower secondary education,Cahul,Moldovan,20-24,400
Rural,Male,Lower secondary education,Cahul,Moldovan,25-29,515
Rural,Male,Lower secondary education,Cahul,Moldovan,30-34,533
Rural,Male,Lower secondary education,Cahul,Moldovan,35-39,469
Rural,Male,Lower secondary education,Cahul,Moldovan,40-44,314
Rural,Male,Lower secondary education,Cahul,Moldovan,45-49,251
Rural,Male,Lower secondary education,Cahul,Moldovan,50-54,263
Rural,Male,Lower secondary education,Cahul,Moldovan,55-59,313
Rural,Male,Lower secondary education,Cahul,Moldovan,60-64,342
Rural,Male,Lower secondary education,Cahul,Moldovan,65-69,327
Rural,Male,Lower secondary education,Cahul,Moldovan,70+,531
Rural,Male,Lower secondary education,Cahul,Moldovan,<15,1375
Rural,Male,Lower secondary education,Cahul,Other,15-19,1
Rural,Male,Lower secondary education,Cahul,Other,25-29,1
Rural,Male,Lower secondary education,Cahul,Other,30-34,1
Rural,Male,Lower secondary education,Cahul,Other,35-39,1
Rural,Male,Lower secondary education,Cahul,Other,70+,1
Rural,Male,Lower secondary education,Cahul,Other,<15,2
Rural,Male,Lower secondary education,Cahul,Roma,15-19,2
Rural,Male,Lower secondary education,Cahul,Roma,20-24,1
Rural,Male,Lower secondary education,Cahul,Roma,25-29,1
Rural,Male,Lower secondary education,Cahul,Roma,30-34,2
Rural,Male,Lower secondary education,Cahul,Roma,35-39,1
Rural,Male,Lower secondary education,Cahul,Roma,65-69,1
Rural,Male,Lower secondary education,Cahul,Roma,70+,2
Rural,Male,Lower secondary education,Cahul,Roma,<15,4
Rural,Male,Lower secondary education,Cahul,Romanian,15-19,180
Rural,Male,Lower secondary education,Cahul,Romanian,20-24,110
Rural,Male,Lower secondary education,Cahul,Romanian,25-29,187
Rural,Male,Lower secondary education,Cahul,Romanian,30-34,199
Rural,Male,Lower secondary education,Cahul,Romanian,35-39,146
Rural,Male,Lower secondary education,Cahul,Romanian,40-44,85
Rural,Male,Lower secondary education,Cahul,Romanian,45-49,76
Rural,Male,Lower secondary education,Cahul,Romanian,50-54,79
Rural,Male,Lower secondary education,Cahul,Romanian,55-59,91
Rural,Male,Lower secondary education,Cahul,Romanian,60-64,88
Rural,Male,Lower secondary education,Cahul,Romanian,65-69,98
Rural,Male,Lower secondary education,Cahul,Romanian,70+,142
Rural,Male,Lower secondary education,Cahul,Romanian,<15,541
Rural,Male,Lower secondary education,Cahul,Russian,15-19,9
Rural,Male,Lower secondary education,Cahul,Russian,20-24,3
Rural,Male,Lower secondary education,Cahul,Russian,25-29,5
Rural,Male,Lower secondary education,Cahul,Russian,30-34,5
Rural,Male,Lower secondary education,Cahul,Russian,35-39,5
Rural,Male,Lower secondary education,Cahul,Russian,40-44,3
Rural,Male,Lower secondary education,Cahul,Russian,45-49,3
Rural,Male,Lower secondary education,Cahul,Russian,50-54,3
Rural,Male,Lower secondary education,Cahul,Russian,55-59,4
Rural,Male,Lower secondary education,Cahul,Russian,60-64,5
Rural,Male,Lower secondary education,Cahul,Russian,65-69,4
Rural,Male,Lower secondary education,Cahul,Russian,70+,10
Rural,Male,Lower secondary education,Cahul,Russian,<15,15
Rural,Male,Lower secondary education,Cahul,Ukrainian,15-19,14
Rural,Male,Lower secondary education,Cahul,Ukrainian,20-24,7
Rural,Male,Lower secondary education,Cahul,Ukrainian,25-29,9
Rural,Male,Lower secondary education,Cahul,Ukrainian,30-34,9
Rural,Male,Lower secondary education,Cahul,Ukrainian,35-39,8
Rural,Male,Lower secondary education,Cahul,Ukrainian,40-44,5
Rural,Male,Lower secondary education,Cahul,Ukrainian,45-49,4
Rural,Male,Lower secondary education,Cahul,Ukrainian,50-54,5
Rural,Male,Lower secondary education,Cahul,Ukrainian,55-59,8
Rural,Male,Lower secondary education,Cahul,Ukrainian,60-64,8
Rural,Male,Lower secondary education,Cahul,Ukrainian,65-69,8
Rural,Male,Lower secondary education,Cahul,Ukrainian,70+,20
Rural,Male,Lower secondary education,Cahul,Ukrainian,<15,24
Rural,Male,Lower secondary education,Cantemir,Bulgarian,15-19,28
Rural,Male,Lower secondary education,Cantemir,Bulgarian,20-24,20
Rural,Male,Lower secondary education,Cantemir,Bulgarian,25-29,30
Rural,Male,Lower secondary education,Cantemir,Bulgarian,30-34,27
Rural,Male,Lower secondary education,Cantemir,Bulgarian,35-39,22
Rural,Male,Lower secondary education,Cantemir,Bulgarian,40-44,15
Rural,Male,Lower secondary education,Cantemir,Bulgarian,45-49,13
Rural,Male,Lower secondary education,Cantemir,Bulgarian,50-54,15
Rural,Male,Lower secondary education,Cantemir,Bulgarian,55-59,16
Rural,Male,Lower secondary education,Cantemir,Bulgarian,60-64,15
Rural,Male,Lower secondary education,Cantemir,Bulgarian,65-69,10
Rural,Male,Lower secondary education,Cantemir,Bulgarian,70+,16
Rural,Male,Lower secondary education,Cantemir,Bulgarian,<15,54
Rural,Male,Lower secondary education,Cantemir,Gagauz,15-19,1
Rural,Male,Lower secondary education,Cantemir,Gagauz,25-29,1
Rural,Male,Lower secondary education,Cantemir,Gagauz,30-34,1
Rural,Male,Lower secondary education,Cantemir,Gagauz,<15,4
Rural,Male,Lower secondary education,Cantemir,Moldovan,15-19,626
Rural,Male,Lower secondary education,Cantemir,Moldovan,20-24,370
Rural,Male,Lower secondary education,Cantemir,Moldovan,25-29,465
Rural,Male,Lower secondary education,Cantemir,Moldovan,30-34,428
Rural,Male,Lower secondary education,Cantemir,Moldovan,35-39,376
Rural,Male,Lower secondary education,Cantemir,Moldovan,40-44,265
Rural,Male,Lower secondary education,Cantemir,Moldovan,45-49,210
Rural,Male,Lower secondary education,Cantemir,Moldovan,50-54,234
Rural,Male,Lower secondary education,Cantemir,Moldovan,55-59,261
Rural,Male,Lower secondary education,Cantemir,Moldovan,60-64,270
Rural,Male,Lower secondary education,Cantemir,Moldovan,65-69,269
Rural,Male,Lower secondary education,Cantemir,Moldovan,70+,413
Rural,Male,Lower secondary education,Cantemir,Moldovan,<15,1252
Rural,Male,Lower secondary education,Cantemir,Romanian,15-19,76
Rural,Male,Lower secondary education,Cantemir,Romanian,20-24,47
Rural,Male,Lower secondary education,Cantemir,Romanian,25-29,78
Rural,Male,Lower secondary education,Cantemir,Romanian,30-34,76
Rural,Male,Lower secondary education,Cantemir,Romanian,35-39,56
Rural,Male,Lower secondary education,Cantemir,Romanian,40-44,35
Rural,Male,Lower secondary education,Cantemir,Romanian,45-49,31
Rural,Male,Lower secondary education,Cantemir,Romanian,50-54,33
Rural,Male,Lower secondary education,Cantemir,Romanian,55-59,35
Rural,Male,Lower secondary education,Cantemir,Romanian,60-64,35
Rural,Male,Lower secondary education,Cantemir,Romanian,65-69,42
Rural,Male,Lower secondary education,Cantemir,Romanian,70+,61
Rural,Male,Lower secondary education,Cantemir,Romanian,<15,222
Rural,Male,Lower secondary education,Cantemir,Russian,15-19,2
Rural,Male,Lower secondary education,Cantemir,Russian,20-24,1
Rural,Male,Lower secondary education,Cantemir,Russian,25-29,2
Rural,Male,Lower secondary education,Cantemir,Russian,30-34,2
Rural,Male,Lower secondary education,Cantemir,Russian,35-39,2
Rural,Male,Lower secondary education,Cantemir,Russian,40-44,1
Rural,Male,Lower secondary education,Cantemir,Russian,45-49,1
Rural,Male,Lower secondary education,Cantemir,Russian,50-54,1
Rural,Male,Lower secondary education,Cantemir,Russian,55-59,1
Rural,Male,Lower secondary education,Cantemir,Russian,60-64,1
Rural,Male,Lower secondary education,Cantemir,Russian,65-69,1
Rural,Male,Lower secondary education,Cantemir,Russian,70+,2
Rural,Male,Lower secondary education,Cantemir,Russian,<15,3
Rural,Male,Lower secondary education,Cantemir,Ukrainian,15-19,2
Rural,Male,Lower secondary education,Cantemir,Ukrainian,20-24,1
Rural,Male,Lower secondary education,Cantemir,Ukrainian,25-29,1
Rural,Male,Lower secondary education,Cantemir,Ukrainian,30-34,1
Rural,Male,Lower secondary education,Cantemir,Ukrainian,35-39,1
Rural,Male,Lower secondary education,Cantemir,Ukrainian,60-64,2
Rural,Male,Lower secondary education,Cantemir,Ukrainian,65-69,2
Rural,Male,Lower secondary education,Cantemir,Ukrainian,70+,4
Rural,Male,Lower secondary education,Cantemir,Ukrainian,<15,4
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,15-19,9
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,20-24,6
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,25-29,9
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,30-34,8
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,35-39,5
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,40-44,4
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,45-49,4
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,50-54,4
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,55-59,4
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,60-64,6
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,65-69,4
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,70+,5
Rural,Male,Lower secondary education,Cimișlia,Bulgarian,<15,16
Rural,Male,Lower secondary education,Cimișlia,Gagauz,<15,2
Rural,Male,Lower secondary education,Cimișlia,Moldovan,15-19,538
Rural,Male,Lower secondary education,Cimișlia,Moldovan,20-24,330
Rural,Male,Lower secondary education,Cimișlia,Moldovan,25-29,399
Rural,Male,Lower secondary education,Cimișlia,Moldovan,30-34,365
Rural,Male,Lower secondary education,Cimișlia,Moldovan,35-39,300
Rural,Male,Lower secondary education,Cimișlia,Moldovan,40-44,243
Rural,Male,Lower secondary education,Cimișlia,Moldovan,45-49,197
Rural,Male,Lower secondary education,Cimișlia,Moldovan,50-54,222
Rural,Male,Lower secondary education,Cimișlia,Moldovan,55-59,255
Rural,Male,Lower secondary education,Cimișlia,Moldovan,60-64,296
Rural,Male,Lower secondary education,Cimișlia,Moldovan,65-69,288
Rural,Male,Lower secondary education,Cimișlia,Moldovan,70+,390
Rural,Male,Lower secondary education,Cimișlia,Moldovan,<15,918
Rural,Male,Lower secondary education,Cimișlia,Romanian,15-19,26
Rural,Male,Lower secondary education,Cimișlia,Romanian,20-24,16
Rural,Male,Lower secondary education,Cimișlia,Romanian,25-29,25
Rural,Male,Lower secondary education,Cimișlia,Romanian,30-34,27
Rural,Male,Lower secondary education,Cimișlia,Romanian,35-39,18
Rural,Male,Lower secondary education,Cimișlia,Romanian,40-44,12
Rural,Male,Lower secondary education,Cimișlia,Romanian,45-49,11
Rural,Male,Lower secondary education,Cimișlia,Romanian,50-54,12
Rural,Male,Lower secondary education,Cimișlia,Romanian,55-59,12
Rural,Male,Lower secondary education,Cimișlia,Romanian,60-64,14
Rural,Male,Lower secondary education,Cimișlia,Romanian,65-69,16
Rural,Male,Lower secondary education,Cimișlia,Romanian,70+,20
Rural,Male,Lower secondary education,Cimișlia,Romanian,<15,64
Rural,Male,Lower secondary education,Cimișlia,Russian,15-19,10
Rural,Male,Lower secondary education,Cimișlia,Russian,20-24,4
Rural,Male,Lower secondary education,Cimișlia,Russian,25-29,7
Rural,Male,Lower secondary education,Cimișlia,Russian,30-34,7
Rural,Male,Lower secondary education,Cimișlia,Russian,35-39,5
Rural,Male,Lower secondary education,Cimișlia,Russian,40-44,4
Rural,Male,Lower secondary education,Cimișlia,Russian,45-49,4
Rural,Male,Lower secondary education,Cimișlia,Russian,50-54,4
Rural,Male,Lower secondary education,Cimișlia,Russian,55-59,6
Rural,Male,Lower secondary education,Cimișlia,Russian,60-64,7
Rural,Male,Lower secondary education,Cimișlia,Russian,65-69,6
Rural,Male,Lower secondary education,Cimișlia,Russian,70+,13
Rural,Male,Lower secondary education,Cimișlia,Russian,<15,18
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,15-19,8
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,20-24,5
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,25-29,5
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,30-34,5
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,35-39,5
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,40-44,4
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,45-49,2
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,50-54,4
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,55-59,4
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,60-64,4
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,65-69,5
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,70+,16
Rural,Male,Lower secondary education,Cimișlia,Ukrainian,<15,12
Rural,Male,Lower secondary education,Criuleni,Moldovan,15-19,931
Rural,Male,Lower secondary education,Criuleni,Moldovan,20-24,554
Rural,Male,Lower secondary education,Criuleni,Moldovan,25-29,784
Rural,Male,Lower secondary education,Criuleni,Moldovan,30-34,713
Rural,Male,Lower secondary education,Criuleni,Moldovan,35-39,668
Rural,Male,Lower secondary education,Criuleni,Moldovan,40-44,473
Rural,Male,Lower secondary education,Criuleni,Moldovan,45-49,349
Rural,Male,Lower secondary education,Criuleni,Moldovan,50-54,363
