,age_group,education,gender,nationality,electoral_district,unit,urban_rural,N
1318,35-44,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,797
1319,35-44,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,3187
1320,35-44,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,83
1321,35-44,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,515
1322,35-44,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,1326
1323,35-44,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,70
1324,35-44,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,929
1325,35-44,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,1061
1326,35-44,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,225
1327,35-44,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,956
1328,35-44,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,1519
1329,35-44,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,173
1330,35-44,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,545
1331,35-44,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,1448
1332,35-44,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,77
1333,35-44,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,190
1334,35-44,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,727
1335,35-44,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,22
1336,35-44,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,778
1337,35-44,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,2158
1338,35-44,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,136
1339,35-44,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,915
1340,35-44,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,1747
1341,35-44,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,1087
1342,35-44,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,1677
1343,35-44,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,2554
1344,35-44,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,2602
1345,35-44,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,140
1346,35-44,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,401
1347,35-44,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,155
1348,35-44,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,189
1349,35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,151
1350,35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,36
1351,35-44,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,397
1352,35-44,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,74
1353,35-44,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,1
1354,35-44,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,389
1355,35-44,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,76
1356,35-44,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,80
1357,35-44,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,30
1358,35-44,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,1
1359,35-44,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,394
1360,35-44,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,151
1361,35-44,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,261
1362,35-44,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,105
1363,35-44,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,164
1364,35-44,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,48
1365,35-44,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,202
1366,35-44,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,287
1367,35-44,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,185
1368,35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,137
1369,35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,185
1370,35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,106
1371,35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,61
1372,35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,181
1373,35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,55
1374,35-44,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,246
1375,35-44,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,171
1376,35-44,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,22
1377,35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,208
1378,35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,122
1379,35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,6
1380,35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,71
1381,35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,66
1382,35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,6
1383,35-44,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,321
1384,35-44,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,678
1385,35-44,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,176
1386,35-44,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,332
1387,35-44,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,567
1388,35-44,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,164
1389,35-44,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,105
1390,35-44,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,309
1391,35-44,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,77
1392,35-44,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,367
1393,35-44,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,161
1394,35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,266
1395,35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,126
1396,35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,135
1397,35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,69
1398,35-44,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,1265
1399,35-44,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,733
1400,35-44,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,191
1401,35-44,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,1081
1402,35-44,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,457
1403,35-44,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,186
1404,35-44,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,296
1405,35-44,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,249
1406,35-44,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,82
1407,35-44,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,664
1408,35-44,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,194
1409,35-44,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,600
1410,35-44,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,146
1411,35-44,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,239
1412,35-44,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,42
1413,35-44,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,375
1414,35-44,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,433
1415,35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,353
1416,35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,262
1417,35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,99
1418,35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,113
1419,35-44,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Urban,1573
1420,35-44,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Rural,23
1421,35-44,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Small town,6
1422,35-44,Higher education,Female,Estonian,Tartu linn,Tartu linn,Urban,3671
1423,35-44,Higher education,Female,Estonian,Tartu linn,Tartu linn,Rural,7
1424,35-44,Basic education,Female,Estonian,Tartu linn,Tartu linn,Urban,363
1425,35-44,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1324
1426,35-44,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,124
1427,35-44,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1768
1428,35-44,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,289
1429,35-44,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,401
1430,35-44,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,22
1431,35-44,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,226
1432,35-44,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,277
1433,35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,157
1434,35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,166
1435,35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,103
1436,35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,104
1437,35-44,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,374
1438,35-44,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,563
1439,35-44,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,44
1440,35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,428
1441,35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,310
1442,35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,48
1443,35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,163
1444,35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,269
1445,35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,15
1446,35-44,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,287
1447,35-44,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,427
1448,35-44,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,32
1449,35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,200
1450,35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,385
1451,35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,16
1452,35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,77
1453,35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,157
1454,35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,11
1455,35-44,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,422
1456,35-44,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,798
1457,35-44,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,50
1458,35-44,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,215
1459,35-44,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,631
1460,35-44,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,21
1461,35-44,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,127
1462,35-44,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,280
1463,35-44,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,19
1464,35-44,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,1791
1465,35-44,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,2503
1466,35-44,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,268
1467,35-44,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,453
1468,35-44,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,745
1469,35-44,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,74
1470,35-44,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,89
1471,35-44,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,113
1472,35-44,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,19
1473,35-44,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,61
1474,35-44,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,252
1475,35-44,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,3
1476,35-44,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,430
1477,35-44,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,527
1478,35-44,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,82
1479,35-44,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,160
1480,35-44,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,305
1481,35-44,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,190
1482,35-44,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,251
1483,35-44,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,382
1484,35-44,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,390
1485,35-44,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,29
1486,35-44,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,84
1487,35-44,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,32
1488,35-44,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,2
1489,35-44,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,2
1490,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,1243
1491,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,231
1492,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Small town,2
1493,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,1318
1494,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,258
1495,35-44,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,159
1496,35-44,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,59
1497,35-44,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Small town,1
1498,35-44,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,25
1499,35-44,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,10
1500,35-44,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,16
1501,35-44,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,7
1502,35-44,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,9
1503,35-44,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,3
1504,35-44,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,5
1505,35-44,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,8
1506,35-44,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,5
1507,35-44,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,3
1508,35-44,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,4
1509,35-44,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,2
1510,35-44,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,2
1511,35-44,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,7
1512,35-44,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,2
1513,35-44,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,17
1514,35-44,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,12
1515,35-44,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,2
1516,35-44,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,9
1517,35-44,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,5
1518,35-44,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,8
1519,35-44,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,7
1520,35-44,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,1
1521,35-44,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,28
1522,35-44,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,59
1523,35-44,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,15
1524,35-44,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,17
1525,35-44,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,29
1526,35-44,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,9
1527,35-44,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,9
1528,35-44,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,25
1529,35-44,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,6
1530,35-44,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,19
1531,35-44,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,9
1532,35-44,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,7
1533,35-44,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,4
1534,35-44,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,11
1535,35-44,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,5
1536,35-44,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Urban,86
1537,35-44,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Rural,50
1538,35-44,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Small town,13
1539,35-44,Higher education,Female,Other,Pärnumaa,Pärnumaa,Urban,51
1540,35-44,Higher education,Female,Other,Pärnumaa,Pärnumaa,Rural,21
1541,35-44,Higher education,Female,Other,Pärnumaa,Pärnumaa,Small town,9
1542,35-44,Basic education,Female,Other,Pärnumaa,Pärnumaa,Urban,15
1543,35-44,Basic education,Female,Other,Pärnumaa,Pärnumaa,Rural,12
1544,35-44,Basic education,Female,Other,Pärnumaa,Pärnumaa,Small town,4
1545,35-44,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,26
1546,35-44,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,7
1547,35-44,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,14
1548,35-44,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,3
1549,35-44,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,14
1550,35-44,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,3
1551,35-44,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,3
1552,35-44,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,3
