ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
512,35-44,M,University degree,UK,White,36,46,42,41,39,0.52975,-0.21575,CL5,CL2,CL2,CL0,CL6,CL5,CL5,CL2,CL1,CL2,CL0,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL0
513,45-54,F,Masters degree,UK,White,40,43,45,42,44,-0.21712,-1.18084,CL5,CL1,CL1,CL1,CL6,CL5,CL6,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL5,CL0,CL0
514,18-24,M,"Some college or university, no certificate or degree",UK,White,40,43,50,44,34,1.86203,0.40148,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL5,CL0,CL6,CL0,CL0
515,55-64,M,Left school at 16 years,USA,White,34,38,45,48,45,-0.21712,-0.21575,CL3,CL2,CL1,CL1,CL6,CL5,CL6,CL4,CL3,CL3,CL1,CL0,CL0,CL1,CL2,CL1,CL6,CL0,CL1
516,35-44,M,Left school at 16 years,UK,White,45,38,35,40,40,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
517,18-24,F,Left school at 17 years,USA,White,23,52,49,44,44,0.88113,1.92173,CL5,CL3,CL0,CL5,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL4,CL0,CL4,CL3,CL6,CL0,CL2
518,35-44,F,Left school at 16 years,UK,White,34,41,41,32,44,-0.21712,-0.52593,CL6,CL2,CL2,CL2,CL6,CL2,CL6,CL2,CL2,CL1,CL2,CL1,CL0,CL0,CL2,CL2,CL6,CL0,CL1
519,25-34,F,Masters degree,UK,White,39,39,48,40,48,-0.71126,-0.21575,CL2,CL0,CL2,CL3,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
520,25-34,M,Professional certificate/ diploma,Other,White,41,36,47,42,36,0.52975,1.2247,CL2,CL3,CL2,CL6,CL6,CL6,CL6,CL3,CL0,CL3,CL3,CL0,CL0,CL2,CL2,CL0,CL6,CL0,CL1
521,25-34,M,Masters degree,UK,White,34,42,37,50,53,0.52975,1.2247,CL5,CL2,CL2,CL4,CL5,CL3,CL5,CL2,CL2,CL3,CL2,CL2,CL0,CL0,CL0,CL0,CL5,CL0,CL2
522,35-44,F,University degree,UK,White,38,38,39,38,48,-1.37983,-2.07848,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
523,45-54,F,Left school at 16 years,Australia,White,42,38,40,40,43,-0.71126,-1.18084,CL3,CL0,CL0,CL6,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
524,18-24,M,"Some college or university, no certificate or degree",USA,White,36,42,46,34,41,0.52975,0.07987,CL5,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3,CL6,CL0,CL0
525,18-24,M,"Some college or university, no certificate or degree",UK,White,33,43,45,38,32,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
526,35-44,F,Left school before 16 years,UK,White,37,34,33,44,45,-1.37983,-2.07848,CL2,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL2,CL2,CL2,CL0,CL0,CL1,CL2,CL0,CL3,CL0,CL1
527,45-54,F,University degree,Australia,White,29,44,53,55,56,0.19268,0.07987,CL5,CL1,CL1,CL6,CL0,CL6,CL3,CL1,CL1,CL1,CL0,CL0,CL0,CL3,CL6,CL1,CL0,CL0,CL1
528,55-64,M,Left school at 18 years,UK,White,20,43,38,43,45,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
529,18-24,M,Professional certificate/ diploma,UK,White,45,30,44,30,31,0.88113,0.07987,CL4,CL0,CL2,CL0,CL4,CL5,CL5,CL4,CL0,CL3,CL0,CL0,CL2,CL0,CL3,CL0,CL4,CL0,CL0
530,35-44,M,Doctorate degree,UK,White,42,39,45,47,29,0.52975,-0.21575,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
531,25-34,F,Professional certificate/ diploma,UK,White,43,47,46,43,42,-0.21712,1.2247,CL5,CL2,CL2,CL1,CL6,CL3,CL6,CL5,CL0,CL2,CL0,CL1,CL0,CL1,CL0,CL2,CL5,CL0,CL1
532,55-64,M,University degree,UK,White,45,40,50,30,46,-0.21712,-1.18084,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
533,45-54,M,University degree,UK,White,46,29,41,45,35,-0.21712,0.7654,CL5,CL2,CL1,CL2,CL6,CL6,CL5,CL3,CL3,CL2,CL1,CL0,CL0,CL2,CL2,CL2,CL6,CL0,CL1
534,18-24,F,University degree,UK,White,33,41,41,53,49,0.19268,-1.18084,CL4,CL0,CL0,CL2,CL5,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
535,25-34,M,Masters degree,UK,White,32,39,41,32,37,0.52975,0.07987,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
536,35-44,F,Masters degree,UK,White,20,54,43,52,51,0.19268,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
537,25-34,F,University degree,USA,White,45,40,52,29,38,0.19268,-0.21575,CL5,CL4,CL0,CL6,CL6,CL2,CL4,CL6,CL0,CL2,CL3,CL2,CL0,CL2,CL3,CL2,CL6,CL0,CL1
538,18-24,F,University degree,UK,White,49,45,39,49,37,0.52975,0.07987,CL6,CL0,CL3,CL0,CL5,CL4,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
539,45-54,F,"Some college or university, no certificate or degree",UK,Asian,43,38,37,48,35,-1.37983,-1.54858,CL0,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
540,35-44,F,University degree,UK,White,47,38,46,47,46,0.19268,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
541,45-54,M,Masters degree,UK,White,24,48,45,47,53,-2.55524,-1.18084,CL6,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
542,45-54,F,University degree,UK,White,26,42,45,37,43,-1.37983,-1.54858,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
543,45-54,F,University degree,Other,Black,38,45,46,48,45,0.19268,0.07987,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
544,35-44,M,Left school at 17 years,UK,White,43,45,52,35,34,0.19268,1.2247,CL6,CL1,CL1,CL5,CL6,CL5,CL5,CL2,CL0,CL2,CL1,CL2,CL4,CL1,CL0,CL1,CL6,CL0,CL1
545,25-34,F,University degree,UK,White,44,44,39,38,44,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
546,18-24,F,Left school at 16 years,UK,White,48,36,41,38,34,1.29221,-0.21575,CL5,CL0,CL2,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
547,35-44,F,Professional certificate/ diploma,UK,White,51,41,43,47,36,-0.71126,-0.21575,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
548,45-54,F,"Some college or university, no certificate or degree",USA,White,27,37,52,59,42,-1.37983,-1.18084,CL2,CL2,CL0,CL2,CL6,CL2,CL6,CL2,CL2,CL0,CL0,CL0,CL0,CL1,CL2,CL0,CL6,CL0,CL0
549,25-34,F,Masters degree,UK,White,20,35,39,40,54,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
550,18-24,M,University degree,UK,White,48,37,47,44,28,0.52975,-1.18084,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
551,25-34,F,Masters degree,Other,White,25,47,47,39,41,-0.21712,-0.84637,CL4,CL0,CL0,CL0,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
552,18-24,F,University degree,UK,White,34,37,36,48,50,-1.37983,-0.52593,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
553,35-44,F,Masters degree,UK,White,28,48,47,36,49,-0.21712,1.2247,CL4,CL2,CL1,CL0,CL6,CL4,CL5,CL3,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL3,CL3,CL0,CL0
554,18-24,F,Masters degree,UK,White,52,29,45,48,44,-0.21712,-1.18084,CL2,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
555,25-34,F,Masters degree,Other,Mixed-White/Black,46,26,43,43,45,-0.71126,-2.07848,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
556,25-34,F,Doctorate degree,UK,White,42,43,43,43,50,0.52975,0.07987,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
557,45-54,F,Masters degree,UK,White,38,33,38,43,48,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
558,18-24,F,University degree,UK,White,34,38,48,42,44,-1.37983,-0.52593,CL6,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL0
559,25-34,F,University degree,UK,White,21,46,45,52,50,-0.71126,-0.21575,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
560,18-24,F,University degree,UK,White,31,39,42,49,41,1.29221,1.2247,CL5,CL2,CL2,CL0,CL6,CL2,CL3,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
561,45-54,F,University degree,UK,White,28,40,49,45,49,0.19268,-0.52593,CL6,CL1,CL1,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
562,18-24,F,University degree,UK,White,46,41,41,45,45,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
563,35-44,F,University degree,UK,White,42,44,49,36,47,-0.21712,-0.21575,CL5,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0
564,35-44,F,Masters degree,UK,Other,58,43,35,41,51,-0.21712,-0.84637,CL6,CL0,CL1,CL1,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
565,25-34,F,Masters degree,UK,White,44,42,42,31,40,0.19268,0.07987,CL5,CL0,CL3,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
566,45-54,F,"Some college or university, no certificate or degree",UK,White,31,37,46,44,39,1.86203,-0.84637,CL2,CL6,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1
567,45-54,F,Masters degree,UK,White,39,34,47,47,36,-0.71126,-0.84637,CL5,CL0,CL0,CL1,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
568,18-24,F,University degree,UK,White,45,47,39,49,46,-1.37983,-1.18084,CL5,CL2,CL2,CL2,CL5,CL4,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
569,18-24,M,University degree,UK,White,53,44,54,37,38,-0.21712,0.07987,CL6,CL0,CL2,CL0,CL6,CL3,CL6,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL0
570,35-44,M,Masters degree,UK,White,46,34,45,41,42,-0.21712,-0.21575,CL1,CL0,CL0,CL0,CL1,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
571,35-44,F,Doctorate degree,UK,White,32,45,45,37,56,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
572,35-44,F,Professional certificate/ diploma,Australia,White,38,47,38,31,39,0.52975,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
573,18-24,F,Masters degree,UK,White,21,52,45,50,53,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
574,35-44,M,Professional certificate/ diploma,UK,White,48,31,34,36,37,1.86203,0.07987,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
575,55-64,F,"Some college or university, no certificate or degree",USA,White,27,46,49,39,39,0.52975,-0.21575,CL5,CL0,CL0,CL2,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
576,35-44,F,University degree,UK,White,55,29,33,47,28,-0.71126,-1.54858,CL6,CL1,CL0,CL0,CL5,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
577,35-44,M,Left school at 16 years,UK,White,20,45,35,40,49,-0.21712,0.07987,CL5,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0
578,25-34,F,Masters degree,UK,Other,44,42,47,47,48,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
579,25-34,F,University degree,UK,White,46,45,41,51,41,-0.71126,-0.21575,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
580,45-54,F,Masters degree,UK,White,46,39,48,50,51,-1.37983,-1.54858,CL6,CL1,CL0,CL2,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
581,18-24,F,Masters degree,UK,White,34,45,50,44,47,-0.21712,-0.21575,CL5,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
582,35-44,F,"Some college or university, no certificate or degree",UK,White,25,40,38,43,27,1.86203,-0.21575,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
583,18-24,M,"Some college or university, no certificate or degree",UK,White,27,50,49,41,37,0.88113,0.7654,CL6,CL0,CL4,CL0,CL6,CL5,CL6,CL0,CL0,CL5,CL0,CL4,CL2,CL0,CL0,CL2,CL6,CL0,CL0
584,35-44,F,Professional certificate/ diploma,UK,White,39,48,56,41,48,0.52975,0.07987,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
585,18-24,F,"Some college or university, no certificate or degree",USA,White,42,40,42,46,39,-0.21712,1.2247,CL5,CL0,CL0,CL3,CL6,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
586,25-34,M,University degree,UK,White,33,41,44,35,47,1.29221,0.40148,CL2,CL0,CL2,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
587,18-24,M,Professional certificate/ diploma,UK,White,43,36,54,36,40,0.52975,0.40148,CL2,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
588,18-24,M,"Some college or university, no certificate or degree",UK,White,39,42,44,48,28,0.19268,0.7654,CL5,CL5,CL2,CL4,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
589,25-34,F,Left school at 16 years,UK,White,31,50,49,49,43,-0.21712,0.07987,CL5,CL3,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
590,55-64,F,"Some college or university, no certificate or degree",USA,White,24,39,48,37,45,0.52975,0.07987,CL2,CL1,CL0,CL1,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
591,35-44,M,Left school before 16 years,UK,White,30,40,42,39,46,-0.21712,0.40148,CL3,CL3,CL2,CL1,CL6,CL6,CL5,CL2,CL0,CL2,CL1,CL0,CL0,CL1,CL1,CL0,CL6,CL0,CL1
592,35-44,F,University degree,UK,White,40,37,44,32,52,-0.21712,-0.84637,CL6,CL0,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
593,35-44,F,Professional certificate/ diploma,USA,White,14,46,47,46,54,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL2,CL3,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
594,25-34,M,Professional certificate/ diploma,Other,Mixed-White/Black,35,46,46,47,46,0.19268,0.7654,CL5,CL0,CL3,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL2,CL6,CL0,CL0
595,35-44,M,Left school at 16 years,UK,White,32,36,42,35,37,1.29221,0.7654,CL5,CL2,CL3,CL4,CL6,CL5,CL5,CL2,CL0,CL3,CL0,CL2,CL3,CL2,CL0,CL3,CL0,CL0,CL0
596,45-54,M,Professional certificate/ diploma,Other,White,39,41,43,34,45,-0.21712,0.7654,CL6,CL1,CL1,CL2,CL6,CL1,CL4,CL1,CL1,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
597,18-24,M,Left school at 16 years,UK,White,23,45,51,49,48,0.52975,1.2247,CL5,CL2,CL0,CL0,CL5,CL5,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
598,55-64,F,Professional certificate/ diploma,Canada,White,32,37,44,38,46,0.88113,1.2247,CL1,CL1,CL1,CL2,CL6,CL4,CL5,CL1,CL1,CL0,CL0,CL0,CL6,CL1,CL3,CL1,CL1,CL0,CL1
599,45-54,F,Professional certificate/ diploma,USA,White,36,41,42,46,44,-0.21712,-0.52593,CL5,CL1,CL0,CL2,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL2,CL3,CL0,CL0
600,18-24,M,"Some college or university, no certificate or degree",UK,White,41,39,48,43,35,0.52975,0.40148,CL4,CL0,CL2,CL0,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL0
601,45-54,F,Masters degree,UK,White,43,36,42,54,43,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
602,18-24,M,"Some college or university, no certificate or degree",USA,White,46,47,51,44,34,1.86203,1.2247,CL4,CL5,CL0,CL0,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL4,CL0,CL0,CL4,CL6,CL0,CL0
603,18-24,M,"Some college or university, no certificate or degree",USA,White,41,28,38,29,46,0.52975,1.2247,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL2
604,18-24,M,"Some college or university, no certificate or degree",USA,White,54,33,51,39,34,0.52975,0.7654,CL6,CL3,CL0,CL2,CL6,CL6,CL3,CL0,CL0,CL2,CL0,CL0,CL6,CL3,CL3,CL4,CL6,CL0,CL0
605,25-34,M,University degree,USA,White,29,34,43,33,43,-0.71126,-0.21575,CL5,CL0,CL0,CL2,CL6,CL5,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL3,CL0,CL3,CL5,CL0,CL2
606,35-44,F,"Some college or university, no certificate or degree",USA,White,40,42,48,49,45,-0.71126,-0.52593,CL5,CL0,CL0,CL5,CL6,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL5,CL0,CL0
607,55-64,F,Masters degree,USA,White,15,47,57,51,34,-0.71126,-0.52593,CL5,CL3,CL1,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
608,18-24,M,University degree,UK,White,31,40,38,52,36,-0.21712,1.2247,CL5,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
609,45-54,M,"Some college or university, no certificate or degree",USA,White,35,40,52,55,41,-0.71126,0.07987,CL2,CL1,CL0,CL0,CL6,CL3,CL3,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
610,25-34,M,University degree,UK,White,21,48,54,44,49,0.52975,1.92173,CL6,CL6,CL4,CL4,CL6,CL6,CL6,CL6,CL2,CL4,CL2,CL3,CL4,CL2,CL0,CL3,CL1,CL0,CL5
611,55-64,F,Professional certificate/ diploma,Canada,White,48,34,36,50,30,1.86203,-0.21575,CL4,CL1,CL0,CL1,CL5,CL5,CL4,CL3,CL3,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL1,CL0,CL1
612,25-34,M,"Some college or university, no certificate or degree",UK,White,27,46,52,44,37,0.19268,1.92173,CL6,CL1,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL0,CL6,CL0,CL0
613,25-34,M,University degree,UK,White,29,42,42,51,46,0.52975,1.2247,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL2,CL0,CL0,CL0,CL3,CL0,CL0,CL2,CL6,CL0,CL2
614,35-44,M,University degree,UK,White,25,41,45,41,39,-0.21712,-0.52593,CL1,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL4,CL0,CL1,CL5,CL1,CL0,CL2,CL1,CL0,CL0
615,25-34,F,Masters degree,UK,White,54,38,44,32,37,0.19268,0.07987,CL6,CL3,CL2,CL5,CL5,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL0,CL0,CL2,CL6,CL0,CL1
616,25-34,F,Left school before 16 years,USA,White,33,44,41,37,44,1.29221,-0.21575,CL3,CL2,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL3,CL0,CL0,CL3,CL3,CL2,CL6,CL0,CL2
617,35-44,F,Masters degree,UK,White,37,39,43,48,40,0.88113,1.2247,CL6,CL0,CL0,CL1,CL6,CL2,CL2,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
618,45-54,F,"Some college or university, no certificate or degree",USA,White,46,41,45,39,34,1.29221,1.2247,CL2,CL6,CL1,CL6,CL6,CL6,CL6,CL2,CL1,CL0,CL0,CL0,CL2,CL1,CL2,CL4,CL4,CL0,CL0
619,45-54,M,Professional certificate/ diploma,Republic of Ireland,White,27,48,44,39,47,-0.71126,0.07987,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL0,CL0,CL0,CL1,CL0,CL5,CL2,CL0,CL2,CL6,CL0,CL1
620,25-34,F,University degree,UK,White,35,47,52,44,42,0.52975,0.07987,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
621,55-64,M,Masters degree,UK,White,29,33,51,37,46,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
622,18-24,M,Left school at 18 years,UK,White,41,30,43,52,28,1.29221,0.40148,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL4,CL2,CL0,CL0,CL0,CL6,CL0,CL2
623,35-44,M,Masters degree,UK,White,27,44,45,34,44,0.88113,0.40148,CL5,CL0,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
624,35-44,F,Masters degree,UK,White,34,43,44,45,52,-0.71126,-1.54858,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
625,45-54,F,Masters degree,UK,White,32,40,43,41,31,1.86203,-0.52593,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL2,CL0,CL1
626,35-44,F,Doctorate degree,UK,White,36,40,37,43,44,-1.37983,-0.21575,CL6,CL0,CL0,CL1,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
627,35-44,F,Professional certificate/ diploma,UK,White,32,36,42,37,44,-0.71126,-1.54858,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0
