,gender,county,direction,party_preference,education,status,ethnicity,ur,age_group2,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
151,Male,Mun. Chișinău,Right direction,PAS (Igor Grosu),Primary education,About the same,Moldovan,Urban,40-49,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence
152,Female,Fălești,Wrong direction,PAS (Igor Grosu),Lower secondary education,Worse,Moldovan,Rural,15-19,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,No answer,Some confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,I don't have much confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence
153,Male,Mun. Chișinău,Right direction,Undecided,Higher education,Better,Moldovan,Urban,60+,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,No answer,No answer,Some confidence,I don't have much confidence,No answer,No answer,I have no confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,I don't have much confidence,No answer,I don't have much confidence
154,Female,Mun. Chișinău,Right direction,PAS (Igor Grosu),Upper secondary education,About the same,Moldovan,Urban,60+,I have no confidence,I have no confidence,A lot of confidence,I don't have much confidence,I have no confidence,A lot of confidence,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,A lot of confidence,Some confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,A lot of confidence
155,Male,Edineț,No answer,PDCM (Ion Chicu),Primary education,No answer,Romanian,Rural,60+,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
156,Male,Mun. Chișinău,Right direction,PSRM (Igor Dodon),Post-secondary vocational education,Much worse,Moldovan,Urban,40-49,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,No answer,I don't have much confidence,I have no confidence,No answer,I have no confidence,Some confidence,Some confidence,I don't have much confidence,No answer,Some confidence,I don't have much confidence,I don't have much confidence
157,Female,Fălești,Wrong direction,PSRM (Igor Dodon),Upper secondary education,Worse,Ukrainian,Urban,60+,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,No answer,I have no confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
158,Male,Șoldănești,Right direction,PAS (Igor Grosu),Lower secondary education,About the same,Moldovan,Rural,20-29,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence
159,Male,Edineț,Right direction,PAS (Igor Grosu),Primary education,About the same,Moldovan,Rural,15-19,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,No answer,Some confidence,No answer,Some confidence,Some confidence,No answer,A lot of confidence,I don't have much confidence,No answer,Some confidence,I have no confidence,Some confidence
160,Male,Anenii Noi,Right direction,PAS (Igor Grosu),Secondary vocational education,Better,Moldovan,Rural,15-19,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,I don't have much confidence,A lot of confidence,I have no confidence,A lot of confidence,No answer,A lot of confidence,I don't have much confidence
161,Female,Mun. Chișinău,No answer,Impreuna Electoral Bloc,Lower secondary education,Worse,Moldovan,Rural,40-49,No answer,Some confidence,Some confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,No answer,Some confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence
162,Female,Cimișlia,Wrong direction,Undecided,Upper secondary education,Worse,Moldovan,Rural,20-29,Some confidence,Some confidence,I have no confidence,A lot of confidence,I don't have much confidence,No answer,No answer,A lot of confidence,I have no confidence,Some confidence,No answer,I don't have much confidence,I have no confidence,No answer,I don't have much confidence,Some confidence,I don't have much confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence
163,Female,Ialoveni,No answer,Undecided,Upper secondary education,No answer,Moldovan,Rural,30-39,No answer,I have no confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
164,Male,Fălești,No answer,PAS (Igor Grosu),Secondary vocational education,Much worse,Romanian,Rural,60+,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,No answer,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence
165,Female,Ialoveni,Wrong direction,PRIM (Irina Vlah),Upper secondary education,Worse,Moldovan,Urban,20-29,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,A lot of confidence,Some confidence,A lot of confidence,Some confidence,I don't have much confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence
166,Female,Mun. Chișinău,Right direction,PAS (Igor Grosu),Upper secondary education,Better,Moldovan,Urban,15-19,Some confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,No answer,Some confidence,A lot of confidence,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,Some confidence
167,Male,Căușeni,Right direction,PAS (Igor Grosu),Post-secondary vocational education,About the same,Moldovan,Rural,30-39,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence
168,Female,Mun. Chișinău,No answer,PVM (Vasile Tarlev),Higher education,About the same,Moldovan,Urban,30-39,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,Some confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,Some confidence,No answer,A lot of confidence
